Device_ID,Temperature,Humidity,Battery_Level,Anomaly
DHT11_B,-0.555733536629047,-0.15726371012025647,0.3770324038726382,0
DHT11_A,-0.2668787546143594,-0.08622895526071049,-0.21741016732377466,0
DHT11_B,0.1285437578834841,0.04115014995735765,0.0904794951908493,0
DHT11_D,-1.0015156142791284,-0.3206213785103407,-0.7053412209738874,0
DHT11_D,0.31101508832129804,0.11536513653667696,0.807002080969969,0
DHT11_D,-0.06536785784003271,-0.024231698255564694,-0.16904416330496866,0
DHT11_A,0.06734786251574443,0.0178391481263834,-0.09106804276386646,0
DHT11_B,-0.3784092116203077,-0.0960474955210206,0.6674717992204935,0
DHT11_D,-1.0336722434587584,-0.2921356936168374,0.7153178768885331,0
DHT11_D,-1.0542133503173219,-0.2785542731393867,1.4510607062532834,0
DHT11_C,-0.18717619072694633,-0.06317398720296491,-0.252859355189083,0
DHT11_C,-1.048453248005504,-0.335320737535525,-0.7262251948773701,0
DHT11_C,-1.3856177109176007,-0.4420405533629166,-0.918323221783202,0
DHT11_B,0.13757441758165084,0.010314883126923259,-1.1583733288412053,0
DHT11_C,1.1948704127473089,0.3746322643291984,0.5479068918608179,0
DHT11_C,-2.1357428928531452,-0.6796367626839388,-1.3518607744581905,0
DHT11_D,-0.4643843091862341,-0.15056442494167135,-0.3977004990531756,0
DHT11_B,0.37364613573439104,0.13181059325699157,0.7169416993245025,0
DHT11_B,-0.22876308858405564,-0.07577294512869757,-0.2555554638284702,0
DHT11_A,-0.4519627402480796,-0.13207016037982594,0.1513608391367074,0
DHT11_A,-0.024086200011845305,-0.023953678294272467,-0.621482160947483,0
DHT11_D,-0.4692965051964892,-0.10415688253921569,1.384545590221532,0
DHT11_B,-1.651163561817293,-0.5259574660488769,-1.06462709579859,0
DHT11_B,-0.19912630368757267,-0.06561664886246923,-0.20980347224085077,0
DHT11_D,-0.5019528023570357,-0.12162016389925016,1.1006950473492758,0
DHT11_A,-0.10959475423717616,-0.038140307838862866,-0.1908868633551516,0
DHT11_D,0.10447935375730161,0.04977796963008917,0.6813587816724477,0
DHT11_D,-0.41730495272620205,-0.11691578621799327,0.32684178022123,0
DHT11_C,0.43925811375839885,0.14443239135381727,0.45115632514672477,1
DHT11_D,-1.460789462623956,-0.3889965350933638,1.8985567069272464,0
DHT11_B,-0.14096557483198063,0.018519862694893568,2.2695502619540213,1
DHT11_B,-1.0015143697095252,-0.3203446111296761,-0.6950545501192101,0
DHT11_A,0.004611009868870086,0.009516720938381263,0.302498282302538,0
DHT11_C,-1.1887868886580533,-0.3800896120003529,-0.8192153162584261,0
DHT11_C,-0.6475226782300028,-0.20849332068638515,-0.5006157644081374,0
DHT11_C,-1.9134985426250164,-0.6092524791339132,-1.223780589646179,0
DHT11_D,0.3017447062832806,0.07737937790761702,-0.5028124317553226,1
DHT11_B,-1.2620011700227631,-0.40288241354983073,-0.8467453683723882,0
DHT11_A,-0.6054051794314794,-0.1952652488191699,-0.4804537986158499,0
DHT11_A,-0.5994124178687444,-0.21957057377894096,-1.4522215798182228,0
DHT11_C,-2.2668456305850864,-0.7211134346812876,-1.4258053717684331,0
DHT11_C,-0.11516142018718611,-0.025568245969650575,0.3394200824664695,1
DHT11_D,-1.051811467150286,-0.3364119563072239,-0.7291906706791116,0
DHT11_C,1.253631521309071,0.39367615873450823,0.5979378631307979,0
DHT11_B,-0.621300446292165,-0.20019042864170497,-0.48556445014022603,0
DHT11_D,-0.5717697664346315,-0.18454970723670328,-0.4587143781601235,1
DHT11_B,0.15735089339604547,0.03798751191475246,-0.3501668118692132,0
DHT11_C,0.33358922162351173,0.0804963858248062,-0.7437956074652408,1
DHT11_B,1.0059043641474148,0.3149612301729295,0.44548419059187033,0
DHT11_C,-0.13036362430998194,-0.04456680502432213,-0.1972377731354446,0
DHT11_A,-0.31969499686680747,-0.05403259629024925,1.5729545837233812,0
DHT11_D,0.1803535479227304,0.034815179713050426,-0.7261031701403071,0
DHT11_A,0.16329594976144102,0.035365061671090506,-0.5144148198813693,1
DHT11_C,0.8455019967828559,0.21692288366195334,-1.4050897573918737,0
DHT11_C,0.25595191697750025,0.07775324093485882,0.024458833751621223,0
DHT11_B,0.47616106243677486,0.13661671108985587,-0.2534227031214337,0
DHT11_B,-0.0340181160745181,0.014747816622326602,0.930236419248931,0
DHT11_D,0.4759807944490681,0.1056329304688656,-1.404544373756271,0
DHT11_A,-0.2547481500489611,-0.08798106556159985,-0.4186088652482713,0
DHT11_C,0.1118883269825128,0.041986384498839215,0.30831673796915443,1
DHT11_B,-1.2992786205416047,-0.41484181593364927,-0.8739495108230781,0
DHT11_A,-1.0597243007154151,-0.2674578912667059,1.9258217602679994,0
DHT11_A,-0.41483392177262846,-0.12026381021867012,0.1745349717161392,0
DHT11_D,-0.6564074096882335,-0.17751855347779022,0.751793012911323,0
